Nama orang,Pangkat,talent_cluster,indeks_kesehatan,nilai_Kompetensi,nilai_Behavior,absen_tertekan,absen_nyaman,absen_semangat,engagement_ucapan,engagement_tinggal,engagement_berjuang,performansi_individu
8968,IV,POTENTIAL,0,1.51,4.71,#N/A,#N/A,#N/A,5,5,6,#N/A
8969,IV,POTENTIAL,0,1.6,4.26,#N/A,#N/A,#N/A,5.33,4,7,#N/A
8970,IV,POTENTIAL,0,-0.05,3.08,#N/A,#N/A,#N/A,3.67,4,4.33,#N/A
8971,IV,POTENTIAL,0,0.95,3.78,#N/A,#N/A,#N/A,5,4,5.67,#N/A
8972,IV,POTENTIAL,0,1.83,4.55,#N/A,#N/A,#N/A,6,6,6.33,#N/A
8973,IV,POTENTIAL,0,1.2,4.13,#N/A,#N/A,#N/A,7,7,7,#N/A
8974,V,POTENTIAL,0,0.61,3.43,#N/A,#N/A,#N/A,6.33,7,7,#N/A
8975,IV,POTENTIAL,0,1.42,4.13,#N/A,#N/A,#N/A,6.67,5.67,6,#N/A
8976,V,POTENTIAL,0,0.94,4.23,#N/A,#N/A,#N/A,5.33,5.67,5.67,#N/A
8977,IV,POTENTIAL,0,1.23,4.26,#N/A,#N/A,#N/A,5,5,5,#N/A
8978,IV,POTENTIAL,0,0.82,3.81,#N/A,#N/A,#N/A,5.33,6,6,#N/A
8979,IV,POTENTIAL,0,1.23,4.4,#N/A,#N/A,#N/A,7,7,7,#N/A
8980,IV,POTENTIAL,0,1.55,4.24,#N/A,#N/A,#N/A,5.33,7,7,#N/A
8981,IV,POTENTIAL,0,0.52,3.43,0,1,8,5.67,5.33,6,#N/A
8982,IV,POTENTIAL,0,0.85,3.22,#N/A,#N/A,#N/A,5.67,5.33,5.67,#N/A
8983,VI,POTENTIAL,0,1.61,4.46,#N/A,#N/A,#N/A,7,5.67,7,#N/A
8984,IV,POTENTIAL,0,1.38,4.13,0,1,31,6,4.67,6.33,#N/A
8985,,POTENTIAL,0,1.3,4.24,#N/A,#N/A,#N/A,5,4.33,5,#N/A
8986,,POTENTIAL,0,0.72,3.06,#N/A,#N/A,#N/A,5.67,5,5,#N/A
8987,IV,POTENTIAL,0,0.68,2.78,#N/A,#N/A,#N/A,5,5,5,#N/A
8988,VI,POTENTIAL,0,1.65,3.97,0,1,118,5,4,5,#N/A
8989,V,POTENTIAL,0,0.59,1.93,#N/A,#N/A,#N/A,5.33,6.67,7,#N/A
8990,V,POTENTIAL,0,0.6,3.29,#N/A,#N/A,#N/A,6,7,6.33,#N/A
8991,IV,POTENTIAL,0,1.93,4.64,#N/A,#N/A,#N/A,7,7,7,#N/A
8992,IV,POTENTIAL,0,1.29,4.44,#N/A,#N/A,#N/A,7,7,7,#N/A
8993,V,POTENTIAL,0,1.58,4.12,0,0,2,5.33,6,6.67,#N/A
8994,IV,POTENTIAL,0,1.1,3.79,#N/A,#N/A,#N/A,6,5.67,7,#N/A
8995,IV,POTENTIAL,0,1.11,4.31,#N/A,#N/A,#N/A,6.67,7,7,#N/A
8996,V,POTENTIAL,0,1.12,3.72,#N/A,#N/A,#N/A,5.33,5,6,#N/A
8997,V,POTENTIAL,0,1.16,3.58,#N/A,#N/A,#N/A,5.67,7,7,#N/A
8998,V,POTENTIAL,0,1.15,3.79,0,0,1,6,5.67,6.33,#N/A
8999,V,POTENTIAL,0,1.01,4.22,#N/A,#N/A,#N/A,5,5,5.33,#N/A
9000,V,POTENTIAL,0,1.01,3.42,#N/A,#N/A,#N/A,6,5.67,6,#N/A
9001,IV,POTENTIAL,0,0.93,3.25,#N/A,#N/A,#N/A,6,7,6,#N/A
9002,IV,POTENTIAL,0,1.53,3.43,#N/A,#N/A,#N/A,7,7,7,#N/A
9003,VII,POTENTIAL,0,1.69,3.81,0,1,72,6,7,7,#N/A
9004,VII,POTENTIAL,0,1.87,3.39,0,7,2,5.67,5,6,#N/A
9005,VII,POTENTIAL,0,0.74,2.65,0,0,155,5.33,6,6,#N/A
9006,VII,POTENTIAL,0,1.18,3.47,0,19,64,5,5,6,#N/A
9007,VII,POTENTIAL,0,1.16,3.51,0,0,106,7,7,7,#N/A
9008,VII,POTENTIAL,0,1.85,4.01,0,2,139,5.67,5,5.33,#N/A
9009,V,POTENTIAL,0,1.34,4.16,1,47,73,4.67,4,5,#N/A
9010,VII,POTENTIAL,0,1.74,4.16,0,68,0,5,4.33,5.67,#N/A
9011,IV,POTENTIAL,0,1.56,4.38,0,17,11,4.67,4,5,102.21
9012,III,HIGH POTENTIAL,0,1.18,4.43,0,0,2,6,5.33,5.33,96.03
9013,III,VERY HIGH POTENTIAL,0,1.39,4.5,0,146,0,5.67,3.67,5.67,102.12
9014,IV,VERY HIGH POTENTIAL,0,1.19,4.08,0,0,5,5.33,4,7,97.9
9015,IV,POTENTIAL,0,1.18,3.94,0,0,33,5.67,5,5,103.01
9016,IV,HIGH POTENTIAL,0,1.86,4.21,0,97,38,6,5,6,110.38
9017,IV,VERY HIGH POTENTIAL,B1,1.2,3.88,2,28,1,5,5,5,103.16
9018,IV,VERY HIGH POTENTIAL,B2,1.47,4.28,1,79,3,4,4,4,106.15
9019,III,POTENTIAL,B2,0.65,4,1,4,147,5.33,4,5.33,104.59
9020,IV,VERY HIGH POTENTIAL,0,1.31,4.22,1,140,2,5.33,7,5.67,105.24
9021,IV,POTENTIAL,0,1.39,3.84,0,0,17,6,6,6,#N/A
9022,IV,POTENTIAL,B1,1.14,3.69,1,1,125,5,5,5.33,100.51
9023,IV,POTENTIAL,0,1.23,3.86,0,177,26,5,5,5.33,106.33
9024,IV,VERY HIGH POTENTIAL,B1,0.96,3.86,1,43,2,5.33,5.33,5.33,100.87
9025,IV,VERY HIGH POTENTIAL,0,0.89,3.72,0,4,38,4.33,2.33,6,98.27
9026,IV,VERY HIGH POTENTIAL,0,1.15,3.67,1,4,5,6.67,6.67,7,#N/A
9027,IV,HIGH POTENTIAL,B1,1.19,3.52,0,29,125,6,5.67,7,99.73
9028,IV,VERY HIGH POTENTIAL,0,1.11,3.9,0,7,4,5.33,4,5.67,96.22
9029,IV,POTENTIAL,0,1.51,4.12,1,4,173,6.33,6,6,101.47
9030,IV,VERY HIGH POTENTIAL,0,0.6,3.4,0,13,3,6,5,6,104.47
9031,IV,POTENTIAL,B1,1.32,4.06,0,99,0,6.33,5.67,5.67,100.64
9032,IV,HIGH POTENTIAL,B2,1.42,4.5,0,3,7,5.33,4,5.33,96.76
9033,IV,HIGH POTENTIAL,0,0.44,2.83,0,0,94,6.33,5,7,99
9034,IV,HIGH POTENTIAL,0,1.32,4.15,0,7,1,6,7,5,103.32
9035,III,HIGH POTENTIAL,0,1.6,4.44,0,26,4,7,7,7,97.76
9036,IV,HIGH POTENTIAL,B2,1.3,4.35,0,198,0,6.67,6,6,106.32
9037,IV,VERY HIGH POTENTIAL,B2,1.03,3.62,0,119,0,5,5.33,5,103.2
9038,IV,HIGH POTENTIAL,B1,1.28,4.27,0,32,1,5.67,6,6,96.43
9039,IV,HIGH POTENTIAL,0,1.45,3.83,151,15,29,4,4,5,90.13
9040,IV,POTENTIAL,0,1.26,4.57,0,0,1,5,3.33,5,103.43
9041,IV,HIGH POTENTIAL,B1,0.98,4.28,5,71,55,5.33,5,5.67,103.32
9042,IV,VERY HIGH POTENTIAL,0,1.1,4.34,0,216,0,5,4,5,99.73
9043,IV,VERY HIGH POTENTIAL,0,1.33,3.78,0,177,0,5.67,5,6,104.46
9044,III,HIGH POTENTIAL,0,1.2,4.42,0,2,165,6,5,7,101.69
9045,IV,HIGH POTENTIAL,B2,1.18,4.08,1,76,17,5,3.33,5,103.08
9046,IV,POTENTIAL,0,1.29,3.88,0,0,174,6,4.33,6,105.46
9047,IV,HIGH POTENTIAL,0,1.25,4.23,0,21,64,5,5,5,96.43
9048,IV,VERY HIGH POTENTIAL,B2,1.05,3.96,0,35,36,5.67,4.67,5,96.22
9049,IV,HIGH POTENTIAL,0,1.38,4.16,0,4,0,5,4,6,96.18
9050,IV,POTENTIAL,0,1.22,4.04,0,4,32,4.67,4.67,6.33,105.06
9051,V,HIGH POTENTIAL,B2,0.94,3.85,1,111,1,6,4.33,5.67,104.12
9052,IV,VERY HIGH POTENTIAL,0,1.46,4.64,0,0,2,5,5,5,#N/A
9053,IV,POTENTIAL,0,1.38,4.13,#N/A,#N/A,#N/A,6.33,5.33,6.33,#N/A
9054,IV,POTENTIAL,0,1.04,3.55,#N/A,#N/A,#N/A,5,5,5.33,#N/A
9055,VI,POTENTIAL,0,0.92,3.51,0,0,64,5.33,4.33,5,#N/A
9056,V,POTENTIAL,0,1.09,3.43,#N/A,#N/A,#N/A,5,4,6,#N/A
9057,V,POTENTIAL,0,0.45,2.19,#N/A,#N/A,#N/A,7,6,7,#N/A
9058,V,POTENTIAL,0,1.04,3.57,0,0,1,6,6,6,#N/A
9059,VI,POTENTIAL,0,1.71,3.64,0,14,48,7,7,7,#N/A
9060,V,POTENTIAL,0,0.93,3.68,0,0,1,5.33,5,5.33,#N/A
9061,IV,POTENTIAL,0,1.3,3.97,#N/A,#N/A,#N/A,5,5,5.67,#N/A
9062,VI,POTENTIAL,0,0.23,2.63,#N/A,#N/A,#N/A,4.33,4.33,5,#N/A
9063,VI,POTENTIAL,0,0.76,3.32,0,1,2,6,4.33,5.67,#N/A
9064,VI,POTENTIAL,0,1.44,3.84,#N/A,#N/A,#N/A,5.67,4,6,#N/A
9065,V,POTENTIAL,0,1.21,3.64,0,15,1,5,4,5.33,#N/A
9066,V,POTENTIAL,0,1.22,3.39,19,39,0,4,5,5,#N/A
9067,III,POTENTIAL,0,1.2,4.11,#N/A,#N/A,#N/A,5.67,2.67,5.67,#N/A
9068,V,POTENTIAL,0,0.86,3.25,#N/A,#N/A,#N/A,5,4,5,#N/A
9069,V,POTENTIAL,0,0.89,3.08,#N/A,#N/A,#N/A,6,5,7,#N/A
9070,V,POTENTIAL,0,1.4,4.71,0,0,9,6,6,6,#N/A
9071,IV,POTENTIAL,0,1.58,4.39,1,1,8,5,5,5,#N/A
9072,V,POTENTIAL,0,0.87,3.49,0,4,127,5.67,5.67,6,#N/A
9073,V,POTENTIAL,0,0.35,3.19,0,41,2,6,5,5,#N/A
9074,V,POTENTIAL,0,0.8,3.29,#N/A,#N/A,#N/A,4.67,3,5,#N/A
9075,V,POTENTIAL,0,1.55,4.09,0,8,4,7,7,7,#N/A
9076,V,POTENTIAL,0,0.98,3.43,#N/A,#N/A,#N/A,6.67,6,7,#N/A
9077,V,POTENTIAL,0,0.84,3.47,0,0,4,4.67,4,5.67,#N/A
9078,IV,POTENTIAL,0,1.27,3.68,#N/A,#N/A,#N/A,6.67,4,5.67,#N/A
9079,V,POTENTIAL,0,1.09,4.16,0,0,2,6.67,5.33,6.67,#N/A
9080,V,POTENTIAL,0,0.72,3.41,0,20,154,7,7,7,#N/A
9081,VI,POTENTIAL,0,0.35,3.01,0,0,148,5,6.33,6.67,#N/A
9082,VI,POTENTIAL,0,0.41,2.95,0,0,184,6.33,6.67,6.67,#N/A
9083,VI,POTENTIAL,0,1.43,4.06,0,13,113,5.33,5.67,5.33,#N/A
9084,V,POTENTIAL,0,1.59,3.86,0,1,133,5.67,5,5,#N/A
9085,VI,POTENTIAL,0,0.3,2.99,2,16,60,6.33,7,7,#N/A
9086,VI,POTENTIAL,0,1.37,3.24,0,141,52,6,7,7,#N/A
9087,IV,POTENTIAL,0,0.76,3.13,#N/A,#N/A,#N/A,6,6,7,#N/A
9088,VI,POTENTIAL,0,1.1,3.34,0,0,174,6.33,6,6,#N/A
9089,V,POTENTIAL,0,0.79,3.27,0,13,144,6.33,6,6,#N/A
9090,V,POTENTIAL,0,1.29,3.86,0,175,3,6,6,6,#N/A
9091,V,POTENTIAL,0,0.98,3.26,3,17,170,4.67,4.33,5.67,#N/A
9092,VI,POTENTIAL,0,1.65,4.19,0,3,183,7,6.67,7,#N/A
9093,V,POTENTIAL,0,0.35,3.74,0,13,130,5.67,5,6,#N/A
9094,VI,POTENTIAL,0,1.21,3.47,0,0,196,7,7,7,#N/A
9095,VI,POTENTIAL,0,0.53,2.83,53,34,65,2,2,6,#N/A
9096,IV,POTENTIAL,0,0.76,3.58,9,175,3,5,5,5.67,#N/A
9097,IV,POTENTIAL,0,1.21,3.66,#N/A,#N/A,#N/A,5.67,5.33,6,#N/A
9098,VI,POTENTIAL,0,0.35,3.3,0,2,175,6,5.67,6,#N/A
9099,VI,POTENTIAL,0,1.39,3.79,0,4,112,5,5,5.67,#N/A
9100,IV,POTENTIAL,0,1.14,3.57,2,179,0,4.33,4,5,#N/A
9101,VI,POTENTIAL,0,0.35,3.24,0,7,184,6.67,5.67,6.33,#N/A
9102,VI,POTENTIAL,0,1.01,3.17,0,0,152,5,4.67,5,#N/A
9103,VI,POTENTIAL,0,0.96,3.47,0,0,164,6,7,6,#N/A
9104,VI,POTENTIAL,0,1.01,3.26,0,0,192,6,6,6,#N/A
9105,VI,POTENTIAL,0,0.91,3.19,0,0,166,7,7,7,#N/A
9106,VI,POTENTIAL,0,1.17,3.36,13,17,124,5,5,5,#N/A
9107,VI,POTENTIAL,0,0.66,3,0,4,23,6.33,6,6.67,#N/A
9108,IV,POTENTIAL,0,0.71,3.63,#N/A,#N/A,#N/A,7,7,7,#N/A
9109,V,POTENTIAL,0,1.06,3.5,0,0,1,5.67,5.33,5.67,#N/A
9110,VI,POTENTIAL,0,1.13,3.11,#N/A,#N/A,#N/A,5,5,5,#N/A
9111,VII,POTENTIAL,0,1.27,3.42,#N/A,#N/A,#N/A,6,4.33,5.33,#N/A
9112,V,POTENTIAL,0,1.19,4.39,#N/A,#N/A,#N/A,5.67,5,5.67,#N/A
9113,VII,POTENTIAL,0,1.09,3.28,#N/A,#N/A,#N/A,5,4,4,#N/A
9114,VII,POTENTIAL,0,1.07,3.26,#N/A,#N/A,#N/A,5.33,4,5,#N/A
9115,VII,POTENTIAL,0,0.96,3.83,#N/A,#N/A,#N/A,5,5,4.67,#N/A
9116,VII,POTENTIAL,0,0.64,3.61,#N/A,#N/A,#N/A,5,4.67,5,#N/A
9117,VII,POTENTIAL,0,0.98,3.89,#N/A,#N/A,#N/A,5,4.67,5,#N/A
9118,VI,POTENTIAL,0,1.32,4.2,#N/A,#N/A,#N/A,5.33,5,5.67,#N/A
9119,,POTENTIAL,0,1.04,3.81,#N/A,#N/A,#N/A,5.33,5,6,#N/A
9120,,POTENTIAL,0,1.18,3.08,#N/A,#N/A,#N/A,5.33,4,6,#N/A
9121,,POTENTIAL,0,0.66,3.06,#N/A,#N/A,#N/A,4.33,4,4.67,#N/A
9122,V,POTENTIAL,0,1.46,3.44,#N/A,#N/A,#N/A,5.33,4.67,6,#N/A
9123,IV,POTENTIAL,0,0.37,3.04,0,1,1,6,5,6.67,#N/A
9124,IV,HIGH POTENTIAL,0,1.34,3.95,#N/A,#N/A,#N/A,6,6.67,6,#N/A
9125,IV,HIGH POTENTIAL,0,1.85,4.56,0,1,0,5,1,6,#N/A
9126,IV,POTENTIAL,0,1.66,3.64,#N/A,#N/A,#N/A,2,1,5,#N/A
9127,V,POTENTIAL,0,0.4,2.97,0,0,54,6.67,6.67,6.67,#N/A
9128,V,POTENTIAL,0,0.75,4.21,3,62,1,5,4,4.67,#N/A
9129,IV,POTENTIAL,0,0.81,3.68,2,61,3,5,5,5.33,#N/A
9130,IV,POTENTIAL,0,0.42,3.19,0,2,21,5,4.33,5,#N/A
9131,V,POTENTIAL,0,1.74,4.26,0,5,53,5.67,5,5,#N/A
9132,V,POTENTIAL,0,0.14,2.72,0,6,42,5,4.33,5,#N/A
9133,VI,POTENTIAL,0,0.06,2.81,0,14,29,5.33,6.33,5.33,#N/A
9134,V,POTENTIAL,0,1.42,4.23,0,60,2,5,6,5.33,#N/A
9135,V,POTENTIAL,0,1.73,3.57,0,42,0,6,6.67,5.67,#N/A
9136,V,POTENTIAL,0,1.18,3.27,12,9,18,6,7,5.67,#N/A
9137,VI,POTENTIAL,0,0.5,2.96,0,24,12,6,7,6.67,#N/A
9138,VI,POTENTIAL,0,0.43,3.14,0,52,0,6.67,6.33,6.33,#N/A
9139,V,POTENTIAL,0,1.29,3.82,0,2,53,6,7,7,#N/A
9140,V,POTENTIAL,0,0.65,3.63,0,0,45,6,6,6,#N/A
9141,VI,POTENTIAL,0,0.79,3.21,0,1,32,5.67,6,6,#N/A
9142,VI,POTENTIAL,0,0.79,3.43,2,45,12,5,5,5,#N/A
9143,IV,POTENTIAL,0,0.53,3.2,0,43,8,6,6,6,#N/A
9144,V,POTENTIAL,0,0.42,3.21,0,48,6,4.33,4,4,#N/A
9145,V,POTENTIAL,0,0.72,3.54,0,2,48,6,6,6,#N/A
9146,V,POTENTIAL,0,0.63,3.54,0,10,45,5.33,4.67,5.67,#N/A
9147,V,POTENTIAL,0,0.22,3.46,0,1,62,5,5,5,#N/A
9148,VI,POTENTIAL,0,0.35,3.17,0,0,45,6.33,6,7,#N/A
9149,V,POTENTIAL,0,1.22,3.88,0,39,17,6,4.33,5.33,#N/A
9150,VI,POTENTIAL,0,0.14,2.53,2,5,25,5,6,5.67,#N/A
9151,V,POTENTIAL,0,1.31,4.34,1,27,0,5,5,5,#N/A
9152,V,POTENTIAL,0,0.79,3.36,21,12,1,5,3,5,#N/A
9153,IV,POTENTIAL,0,1.19,3.82,3,35,20,5.33,4.33,6.33,#N/A
9154,V,POTENTIAL,0,0.78,3.5,0,1,49,5.67,4.33,6,#N/A
9155,V,POTENTIAL,0,1.78,4.47,0,0,51,5.33,5,6.67,#N/A
9156,V,POTENTIAL,0,1.08,3.83,55,2,1,5,4,5,#N/A
9157,V,POTENTIAL,0,1.36,3.3,5,40,11,5,4,5,#N/A
9158,VI,POTENTIAL,0,0.73,3.63,0,24,35,6,5.67,6,#N/A
9159,V,POTENTIAL,0,1.76,4.31,0,6,58,5,4.33,4.33,#N/A
9160,VI,POTENTIAL,0,1.35,3.59,0,0,136,6,6.67,7,#N/A
9161,VI,POTENTIAL,0,1.18,3.31,0,1,130,6,7,7,#N/A
9162,V,POTENTIAL,0,1.71,3.24,#N/A,#N/A,#N/A,4.67,4.67,5,#N/A
9163,IV,VERY HIGH POTENTIAL,0,0.96,3.25,#N/A,#N/A,#N/A,6,2,5.67,#N/A
9164,VI,POTENTIAL,0,1.11,3.48,0,1,192,6,7,6,#N/A
9165,VI,POTENTIAL,0,1.77,4.13,0,74,129,5.33,6.67,6.33,#N/A
9166,V,POTENTIAL,0,0.61,2.7,#N/A,#N/A,#N/A,6,6,7,#N/A
9167,V,POTENTIAL,0,1.08,3.84,#N/A,#N/A,#N/A,5,4,5,#N/A
9168,,POTENTIAL,0,1.09,3.73,#N/A,#N/A,#N/A,5,4,5,#N/A
9169,V,POTENTIAL,0,0.79,3.48,#N/A,#N/A,#N/A,6,5,6,#N/A
9170,IV,POTENTIAL,0,1.15,3.71,#N/A,#N/A,#N/A,6,4,6,#N/A
9171,V,POTENTIAL,0,0.72,2.45,#N/A,#N/A,#N/A,4.67,5,5,#N/A
9172,VI,POTENTIAL,0,0.78,3.69,0,0,199,5.33,5,5,#N/A
9173,VI,POTENTIAL,0,1.5,4.14,0,0,216,6.67,7,7,#N/A
9174,VI,POTENTIAL,0,1.58,4.52,0,0,121,5,6,5.67,#N/A
9175,VI,POTENTIAL,0,0.79,3.8,0,14,211,6.33,7,7,#N/A
9176,VI,POTENTIAL,0,0.93,2.97,0,0,34,7,7,7,#N/A
9177,VI,POTENTIAL,0,0.78,3.17,0,1,143,5.33,5,5.33,#N/A
9178,V,POTENTIAL,0,0.72,3.2,#N/A,#N/A,#N/A,5,5,5,#N/A
9179,III,POTENTIAL,0,1.45,4.39,2,24,8,4.33,4,5,#N/A
9180,IV,POTENTIAL,0,1.17,3.71,#N/A,#N/A,#N/A,5.67,5,5,#N/A
9181,VI,POTENTIAL,0,0.86,4.06,0,0,60,7,6,7,#N/A
9182,V,POTENTIAL,0,1.23,3.59,0,66,0,5,4,5,#N/A
9183,VI,POTENTIAL,0,0.83,3.05,0,0,61,4.33,3.67,5,#N/A
9184,VI,POTENTIAL,0,1.21,3.14,0,4,41,6,6,6,#N/A
9185,VI,POTENTIAL,0,0.46,3.71,0,0,63,6,5,6,#N/A
9186,VI,POTENTIAL,0,0.81,3.31,0,0,46,6.33,7,6.67,#N/A
9187,V,POTENTIAL,0,0.46,3.1,#N/A,#N/A,#N/A,5.33,4,5.67,#N/A
9188,V,POTENTIAL,0,1.78,4.72,#N/A,#N/A,#N/A,6.67,5,6.67,#N/A
9189,III,POTENTIAL,0,0.82,3.75,#N/A,#N/A,#N/A,4.67,3.67,4.67,#N/A
9190,VI,POTENTIAL,0,0.81,3.09,#N/A,#N/A,#N/A,6.33,5.67,6.67,#N/A
9191,VI,POTENTIAL,0,0.72,3.69,0,1,0,4.67,4,5,#N/A
9192,VI,POTENTIAL,0,1.73,4.44,0,1,7,5,5.67,7,#N/A
9193,V,POTENTIAL,0,0.49,2.72,#N/A,#N/A,#N/A,5.33,2,4.67,#N/A
9194,VI,POTENTIAL,0,0.61,3.83,0,0,1,6,5,6,#N/A
9195,VII,POTENTIAL,0,0.45,3.21,#N/A,#N/A,#N/A,6,6,6,#N/A
9196,VI,POTENTIAL,0,0.03,3.08,0,38,33,5.33,5,5,#N/A
9197,VII,POTENTIAL,0,0.94,3.84,0,5,15,5,5,5,#N/A
9198,IV,POTENTIAL,0,0.03,2.52,#N/A,#N/A,#N/A,5.33,4.33,5.33,#N/A
9199,V,POTENTIAL,0,1.18,3.22,1,94,1,5.33,5,6,#N/A
9200,VI,POTENTIAL,0,0.33,3.06,#N/A,#N/A,#N/A,5,3.67,5,#N/A
9201,IV,POTENTIAL,0,1.81,3.73,#N/A,#N/A,#N/A,4.67,6,7,#N/A
9202,V,POTENTIAL,0,1.49,3.95,#N/A,#N/A,#N/A,7,7,7,#N/A
9203,V,POTENTIAL,0,1.73,4.08,#N/A,#N/A,#N/A,6,6,5.67,#N/A
9204,IV,POTENTIAL,0,0.67,3.08,#N/A,#N/A,#N/A,5.67,7,6,#N/A
9205,V,POTENTIAL,0,1.28,3.74,#N/A,#N/A,#N/A,5.67,6,6,#N/A
9206,IV,POTENTIAL,0,1.63,3.64,#N/A,#N/A,#N/A,7,7,7,#N/A
9207,V,POTENTIAL,0,1.27,3.59,#N/A,#N/A,#N/A,6.67,7,7,#N/A
9208,IV,POTENTIAL,0,1.35,4.19,0,0,6,6.33,6.67,6.67,#N/A
9209,IV,POTENTIAL,0,1.23,3.97,#N/A,#N/A,#N/A,6,7,7,#N/A
9210,V,POTENTIAL,0,1.45,4.29,#N/A,#N/A,#N/A,6,6,6,#N/A
9211,IV,POTENTIAL,0,0.49,2.84,#N/A,#N/A,#N/A,7,7,7,#N/A
9212,V,POTENTIAL,0,0.44,2.31,#N/A,#N/A,#N/A,7,7,7,#N/A
9213,IV,POTENTIAL,0,1.85,4.66,#N/A,#N/A,#N/A,5.33,5.67,6,#N/A
9214,V,POTENTIAL,0,0.79,3.68,#N/A,#N/A,#N/A,5,5.67,5,#N/A
9215,V,POTENTIAL,0,1.32,3.39,#N/A,#N/A,#N/A,6.67,7,7,#N/A
9216,III,POTENTIAL,0,0.61,3.15,5,10,9,5,4,5,#N/A
9217,VI,POTENTIAL,0,1.73,3.94,0,0,2,6,6,6,#N/A
9218,,POTENTIAL,0,0.11,2.64,#N/A,#N/A,#N/A,7,5,6,#N/A
9219,IV,POTENTIAL,0,0.88,2.84,#N/A,#N/A,#N/A,6,5,5.33,#N/A
9220,IV,POTENTIAL,0,1.09,3.59,#N/A,#N/A,#N/A,5,4,5,#N/A
9221,IV,POTENTIAL,0,1.49,3.57,0,3,0,7,7,7,#N/A
9222,IV,POTENTIAL,0,1.34,3.63,#N/A,#N/A,#N/A,5,6.33,6.33,#N/A
9223,V,POTENTIAL,0,0.96,4.43,#N/A,#N/A,#N/A,6,7,7,#N/A
9224,VII,POTENTIAL,0,0.85,2.89,#N/A,#N/A,#N/A,5,4,5,#N/A
9225,IV,POTENTIAL,0,1.74,4.22,#N/A,#N/A,#N/A,4.33,4.33,6,#N/A
9226,V,POTENTIAL,0,0.6,3.51,#N/A,#N/A,#N/A,5.67,7,6.67,#N/A
9227,V,POTENTIAL,0,1.44,4,#N/A,#N/A,#N/A,6,6.33,6,#N/A
9228,IV,POTENTIAL,0,1.14,4.47,#N/A,#N/A,#N/A,7,7,7,#N/A
9229,V,POTENTIAL,0,0.39,2.82,#N/A,#N/A,#N/A,6.67,6.67,6.67,#N/A
9230,V,POTENTIAL,0,1.27,4.02,#N/A,#N/A,#N/A,6.33,6,7,#N/A
9231,IV,POTENTIAL,0,1.46,3.64,#N/A,#N/A,#N/A,6.67,6.67,7,#N/A
9232,IV,POTENTIAL,0,1.39,4.29,#N/A,#N/A,#N/A,6,6.33,6,#N/A
9233,V,POTENTIAL,0,0.87,4.26,#N/A,#N/A,#N/A,7,7,7,#N/A
9234,V,POTENTIAL,0,0.77,2.88,#N/A,#N/A,#N/A,6.33,7,7,#N/A
9235,III,POTENTIAL,0,0.48,3.36,#N/A,#N/A,#N/A,3.67,4,5.33,#N/A
9236,VII,POTENTIAL,0,1.14,3.11,0,3,43,4.67,5,5.67,#N/A
9237,VII,POTENTIAL,0,1.79,4.24,0,0,131,6.33,6,6.67,#N/A
9238,VII,POTENTIAL,0,1.81,3.52,0,0,103,5,6.67,7,#N/A
9239,VII,POTENTIAL,0,1.44,3.46,0,73,37,5,5,5,#N/A
9240,V,POTENTIAL,0,1.36,3.64,0,1,6,6.33,7,7,#N/A
9241,VII,POTENTIAL,0,1.92,3.47,0,0,14,6.67,7,7,#N/A
9242,III,POTENTIAL,0,1.12,4.29,0,2,1,5,5.33,7,#N/A
9243,IV,HIGH POTENTIAL,0,1.35,4.24,0,0,1,6,4,5,90.12
9244,III,POTENTIAL,0,1.33,3.89,32,80,2,5,5,5,92.32
9245,IV,POTENTIAL,B2,1.15,4.58,1,68,22,6,6,6,99.73
9246,IV,HIGH POTENTIAL,B1,0.71,2.66,0,7,4,7,6.33,7,101
9247,III,POTENTIAL,B1,1.26,4.45,0,72,145,6.67,6,6.33,99.73
9248,IV,POTENTIAL,0,1.27,3.79,1,55,9,5.67,6,6,96.05
9249,IV,POTENTIAL,0,1.34,3.94,0,90,37,5,5,5.33,90
9250,III,POTENTIAL,B2,1.28,4.41,0,1,204,7,6,6,96.96
9251,IV,HIGH POTENTIAL,0,1.42,4.6,0,1,7,5.33,4.33,6,103.36
9252,IV,HIGH POTENTIAL,B1,1.3,4.01,0,182,18,4,4,5.33,99.73
9253,IV,HIGH POTENTIAL,B2,1.2,4.32,0,1,141,7,5.67,7,98.86
9254,IV,POTENTIAL,0,0.99,3.74,2,0,127,6.33,3.67,6,103.01
9255,IV,POTENTIAL,0,0.68,2.79,0,124,0,4.33,5,5,#N/A
9256,IV,VERY HIGH POTENTIAL,0,1.35,4.3,0,0,188,6.33,6.67,6.67,96.03
9257,III,VERY HIGH POTENTIAL,0,1.49,4.2,0,1,189,6,5,5.67,98.13
9258,IV,VERY HIGH POTENTIAL,B1,1.33,4.76,0,2,170,5.33,5,6,99.73
9259,IV,HIGH POTENTIAL,B1,1.04,3.51,1,199,4,5,5,5,103.29
9260,IV,HIGH POTENTIAL,B1,1.39,3.97,1,0,178,6.33,6.33,6,103.01
9261,IV,POTENTIAL,0,1.17,3.79,5,26,5,3,4,5.33,103.39
9262,IV,VERY HIGH POTENTIAL,0,1.74,4.62,0,188,5,5.67,6,6.33,103.25
9263,IV,VERY HIGH POTENTIAL,0,1.25,4.04,0,0,3,6.33,5.33,6.67,96
9264,IV,VERY HIGH POTENTIAL,B1,1.4,4.63,0,126,6,5,5,5,99.73
